,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,np
207,1446823236709208066,1446823236709208066,2021-10-09 22:01:54 JST,2021-10-09,22:01:54,900,1299304065076047872,1225kki,稲津勝友,,awich姉さんのSpotifyのCM格好良すぎじゃねぇか？？？？？,ja,[],[],[],1,0,4,[],[],https://twitter.com/1225kki/status/1446823236709208066,False,,0,,,,,,,,[],,,,,0.14617466666666667
208,1446821366456459271,1446821366456459271,2021-10-09 21:54:29 JST,2021-10-09,21:54:29,900,2834124506,eve01no,いぶ,,Spotifyでやたらめったらおケツ推しのCM流れて何事かと思ったらデニムの広告だった🍑👖,ja,[],[],[],1,0,2,[],[],https://twitter.com/EVE01no/status/1446821366456459271,False,,0,,,,,,,,[],,,,,-0.5441025
209,1446813125966131203,1446762520493002753,2021-10-09 21:21:44 JST,2021-10-09,21:21:44,900,761162177822674944,we9ehwoimsu8l1w,クレア,,@YowasakiMoyai Spotifyも聴いてる 無料のはcmが入る Alexa Spotifyでサロンミュージックをかけて。 音はAlexaはAmazonミュージックのほうが綺麗なような 今、AmazonミュージックはHDだから余計に綺麗,ja,[],[],[],1,0,0,[],[],https://twitter.com/WE9eHWOimsU8L1W/status/1446813125966131203,False,,0,,,,,,,,"[{'screen_name': 'YowasakiMoyai', 'name': '弱崎モヤイ', 'id': '4007445193'}]",,,,,-0.43928249999999996
211,1446804486782025732,1446804486782025732,2021-10-09 20:47:24 JST,2021-10-09,20:47:24,900,1165192301628420096,kurikindi_drop,クリキンディ,,Spotifyでラジオ番組を聴いていたら「この番組はPodcastでも聴けます！」と言われ Podcastアプリを使ってみたら「こっちの方が番組探しやすいかも！」と思い Podcastで番組を聴き始めたらSpotifyのCMが流れてきて 結局Spotifyに戻りました。 なんだこれ🤔,ja,[],[],[],0,0,4,[],[],https://twitter.com/kurikindi_drop/status/1446804486782025732,False,,0,,,,,,,,[],,,,,-0.50092125
213,1446800071765356552,1446800071765356552,2021-10-09 20:29:52 JST,2021-10-09,20:29:52,900,1287382906109755393,sonic_pc,ソニック,,Spotify、最近急にCMの頻度と量が増えたのは自分だけ？,ja,[],[],[],2,0,6,[],[],https://twitter.com/sonic_pc/status/1446800071765356552,False,,0,,,,,,,,[],,,,,-0.44442538000000004
218,1446779056544882693,1446779056544882693,2021-10-09 19:06:21 JST,2021-10-09,19:06:21,900,106988793,eclipse1228,eclipse1228,,綾瀬はるかが出演しているユニクロ「LifeとWear」TV-CMシリーズで使われている桑田佳祐の楽曲をまとめたSpotifyのプレイリストです。   https://t.co/BGhZU6dyc2,ja,[],['https://open.spotify.com/playlist/65hj9SuwIPlGjTcbpzVKHq?si=aXD3eHndT6aAFYH1E1wANA&dl_branch=1'],[],0,0,0,[],[],https://twitter.com/eclipse1228/status/1446779056544882693,False,,0,,,,,,,,[],,,,,-0.33168825
221,1446756861659598851,1446756861659598851,2021-10-09 17:38:09 JST,2021-10-09,17:38:09,900,3987311172,ukaminatu,かみなつ,,山寺宏一と木村昴って声の雰囲気というか上がり方というか、なんというかが似てない？ Spotifyのディズニーcmで一瞬聞き間違えた,ja,[],[],[],0,0,2,[],[],https://twitter.com/UKaminatu/status/1446756861659598851,False,,0,,,,,,,,[],,,,,-0.48643300000000006
223,1446746292441403394,1446746292441403394,2021-10-09 16:56:10 JST,2021-10-09,16:56:10,900,352336261,imokenpi27chita,直杞,,SpotifyのCMで小西さんの声が聞こえてきてすかさず音量上げたオタク,ja,[],[],[],0,0,0,[],[],https://twitter.com/imokenpi27chita/status/1446746292441403394,False,,0,,,,,,,,[],,,,,-0.59200525
225,1446710030837772296,1446710030837772296,2021-10-09 14:32:04 JST,2021-10-09,14:32:04,900,106335384,tatsupee,たつお,,🇹🇭🇹🇼ドラマを観進むと Ost.や劇中歌だけでも既に お気に入りの曲が130あまり…  🔸#JOOXTH Androidゆえ活用👍 1バーツも払わず、毎日ログイン するだけでVIP継続中😊 DLし放題🎵日本の曲も豊富  🔸#Spotify 無料会員継続中… #FireTV でリビングの📺で再生 するとCMもなく、聴きたい曲 だけ聴けます‼️  https://t.co/rFUQgTQKz7,ja,[],[],['https://pbs.twimg.com/media/FBO_Gu-VUAMyI-f.jpg'],1,2,4,"['jooxth', 'spotify', 'firetv']",[],https://twitter.com/tatsupee/status/1446710030837772296,False,,1,https://pbs.twimg.com/media/FBO_Gu-VUAMyI-f.jpg,,,,,,,[],,,,,-0.5819498750000001
227,1446682979552534528,1446682979552534528,2021-10-09 12:44:35 JST,2021-10-09,12:44:35,900,997245896,ichimai_ookune,キルト(低浮上),,SpotifyのCMでSlackの通知音鳴るからめちゃくちゃビクッとしてしまう,ja,[],[],[],0,0,1,[],[],https://twitter.com/ichimai_ookune/status/1446682979552534528,False,,0,,,,,,,,[],,,,,-0.5491113333333333
229,1446679014437842948,1446679014437842948,2021-10-09 12:28:49 JST,2021-10-09,12:28:49,900,1442998711638892549,c6ul3royadcmbtz,🐰🐲はまうさぎ🐧🎁🌞🅱️🐶🦅,,じーちゃん(うさぎ)ホテルに預けて高速移動中Bluetooth繋げてspotifyでBE:FIRSTプレイリスト オフラインでエンドレス  相方が洗脳されることを祈る。  wifi環境ないとヘナチョコなのでブンブンはできませぬ。  BE:FIRST / Shining One / Gifted. / Kick Start / First Step  https://t.co/hYIYW6GvY0,ja,[],[],['https://pbs.twimg.com/media/FBOi47mVkAI8SQQ.jpg'],0,5,5,[],[],https://twitter.com/c6Ul3RoyAdCMBtz/status/1446679014437842948,False,,1,https://pbs.twimg.com/media/FBOi47mVkAI8SQQ.jpg,,,,,,,[],,,,,-0.5367623333333335
230,1446675039684685833,1446675039684685833,2021-10-09 12:13:02 JST,2021-10-09,12:13:02,900,58280273,js_susumu,すすむ,,すっげー、spotifyって武富士のCMソングもあるんだ。,ja,[],[],[],0,0,0,[],[],https://twitter.com/JS_Susumu/status/1446675039684685833,False,,0,,,,,,,,[],,,,,-0.3932445
239,1446542369411657730,1446542369411657730,2021-10-09 03:25:50 JST,2021-10-09,03:25:50,900,1205983956648095746,_eoiuna_,ノンタン,,SpotifyでディズニーのCMめっちゃ流れてくるけど榎木さん可愛すぎん？ラブの感情しか湧かん,ja,[],[],[],0,0,1,[],[],https://twitter.com/_eoiuna_/status/1446542369411657730,False,,0,,,,,,,,[],,,,,-0.57790575
247,1446514540280102912,1446514540280102912,2021-10-09 01:35:16 JST,2021-10-09,01:35:16,900,1194985627432837120,monimonasugarrr,もな,,そういえばspotifyで霜降りANNの過去回聴くとCMが全部ジャージーズになってた。らーっくらっくはっけーるー🎶 #霜降り明星ANN,ja,[],[],[],0,0,0,['霜降り明星ann'],[],https://twitter.com/monimonasugarrr/status/1446514540280102912,False,,0,,,,,,,,[],,,,,-0.5669046000000001
248,1446507589072736256,1446359868336599044,2021-10-09 01:07:38 JST,2021-10-09,01:07:38,900,4730438244,gnsurre,GN,,@mecatastrophe 日本のSpotifyはあまり知らないけどスウェーデンはクオリティが少しい下がりとCMがある。,ja,[],[],[],1,0,0,[],[],https://twitter.com/GNSurre/status/1446507589072736256,False,,0,,,,,,,,"[{'screen_name': 'mecatastrophe', 'name': '月影華', 'id': '140021792'}]",,,,,-0.999997
254,1446471722140569625,1446471722140569625,2021-10-08 22:45:07 JST,2021-10-08,22:45:07,900,1145671974254862338,tou_naga1000,トーキ,,SpotifyのCMの人変わったぽいね〜,ja,[],[],[],0,0,0,[],[],https://twitter.com/Tou_naga1000/status/1446471722140569625,False,,0,,,,,,,,[],,,,,-0.358481
256,1446471411652915200,1446471411652915200,2021-10-08 22:43:53 JST,2021-10-08,22:43:53,900,4145841,vyv00411,Vさん＠2021ブルベ未定,,最近特にTV（主にNHKだが）はニュースと天気予報と、はまなかあいずToday（NHK福島）以外はあまり見なくなった。 もっぱらYoutubeで音楽系を見てる＝聴いてる。世界の才能に触れるのは単純に楽しい。そして癒やされるわー。 Amazon Music UnlimitedもSpotifyのCMなしも試してみたけどYoutubeかな。,ja,[],[],[],0,0,2,[],[],https://twitter.com/vyv00411/status/1446471411652915200,False,,0,,,,,,,,[],,,,,-0.2542718625
259,1446437002618949634,1446431047525097477,2021-10-08 20:27:09 JST,2021-10-08,20:27:09,900,1369195959347945472,nnasuke333,んなすけ,,@haiirogasuki つづき💦&gt;UIもかなり分かりやすくて黒×緑なデザインも◎ 以前ご紹介した、「不可幸力」は、SpotifyのCMソングでした！ ※アルバムの曲数が少ないと違うアルバムの曲が飛び込んで来る事があるので、カリ城をアルバム再生してると違うルの曲がやって来たり💦 でもおすすめです！フルで聴けるのでっ,ja,[],[],[],2,0,0,[],[],https://twitter.com/nnasuke333/status/1446437002618949634,False,,0,,,,,,,,"[{'screen_name': 'haiirogasuki', 'name': '灰@新刊通販中', 'id': '1335844965264490497'}]",,,,,-0.5335515
261,1446404181086990336,1446404181086990336,2021-10-08 18:16:44 JST,2021-10-08,18:16:44,900,2609439570,akaino_miyabi,めもりー❀水着❥❥みやび,,SpotifyきいてたらホクトとメイポのコラボCM流れてきた笑,ja,[],[],[],0,0,0,[],[],https://twitter.com/akaino_miyabi/status/1446404181086990336,False,,0,,,,,,,,[],,,,,-0.04496800000000004
265,1446364418174906368,1446364418174906368,2021-10-08 15:38:44 JST,2021-10-08,15:38:44,900,517562852,motokiaizawa,もとき@＼PARADOX!!／,,今朝Spotify聴いてたら、ヒプマイのポッドキャストCMが流れて来たんだけど、最近キッスラちゃんのおはスタとかリバイスとかGIジョーとか、アニメ以外のところでスバにいにお世話になるな。,ja,[],[],[],0,0,0,[],[],https://twitter.com/motokiaizawa/status/1446364418174906368,False,,0,,,,,,,,[],,,,,-0.12773663333333332
270,1446317780152700928,1446317780152700928,2021-10-08 12:33:24 JST,2021-10-08,12:33:24,900,45108582,katuragi33,葛城,,クリーピーANNのポッドキャストきくと、古典ラジオSpotifyオリジナルのCMが流れて深井さんの声が流れるから、何聞いてるか分からんくなる,ja,[],[],[],0,0,0,[],[],https://twitter.com/katuragi33/status/1446317780152700928,False,,0,,,,,,,,[],,,,,-0.53540825
273,1446282389198540804,1446282389198540804,2021-10-08 10:12:46 JST,2021-10-08,10:12:46,900,1442104188402475016,nicotinerunner,はるか,,AwichがSpotifyのCMで歌ってる……！,ja,[],[],[],0,0,0,[],[],https://twitter.com/nicotinerunner/status/1446282389198540804,False,,0,,,,,,,,[],,,,,0.0
285,1446185778929831938,1446185778929831938,2021-10-08 03:48:53 JST,2021-10-08,03:48:53,900,519542305,paru2d2,ハルルﾙﾙﾙﾙﾙﾙﾙﾙ,,Spotify、深夜に死霊館のCMやめい,ja,[],[],[],0,0,1,[],[],https://twitter.com/paru2d2/status/1446185778929831938,False,,0,,,,,,,,[],,,,,-0.5556953333333333
293,1446147987495796736,1446147987495796736,2021-10-08 01:18:43 JST,2021-10-08,01:18:43,900,1183647029748105217,sena_soar,瀬名,,これ本当に好きすぎる 中毒性ヤバい Listen to Spotify CM 「ありがちなラブソング」編 (ありがちな同人音楽 Bootleg) by MC 田島ひろつぐ a.k.a.胸筋 on #SoundCloud  https://t.co/1IDZKSXZEJ,ja,[],['https://soundcloud.app.goo.gl/EK5Wy'],[],0,0,4,['soundcloud'],[],https://twitter.com/sena_soar/status/1446147987495796736,False,,0,,,,,,,,[],,,,,-0.05940400000000001
321,1446121480215883789,1446121480215883789,2021-10-07 23:33:23 JST,2021-10-07,23:33:23,900,1013048258745077760,black_cat_0223,🐾黒猫🐾,,MATDAのこのCMの曲めちゃくちゃ好きなんやけどCMの為に書かれたやつらしくてSpotifyとかで聞けへんのつらい。なんか水曜日のカンパネラの曲のイントロ感ある。｢与謝野晶子｣みたいな  https://t.co/zuWhaWyR2Z,ja,[],[],['https://pbs.twimg.com/media/FBGn0iUVQAUGrjs.jpg'],0,0,0,[],[],https://twitter.com/BLACK_CAT_0223/status/1446121480215883789,False,,1,https://pbs.twimg.com/media/FBGn0iUVQAUGrjs.jpg,,,,,,,[],,,,,-0.09742025000000001
323,1446106854254211087,1446106854254211087,2021-10-07 22:35:16 JST,2021-10-07,22:35:16,900,8760302,seiba,せいば,,Spotifyに　すぎやまこういち先生が手がけた「伝説巨人イデオン」のサントラ全曲あるのでPCや Xbox持っていれば月17時間CM付きだけど無料で聞けるよ。   https://t.co/Sw9KKHYlpA,ja,[],['https://open.spotify.com/track/6eHxcHAuO9HvHaRdTUcECJ?si=FpNhrtVYRDWeZeqrTgu10w&dl_branch=1'],[],0,4,5,[],[],https://twitter.com/seiba/status/1446106854254211087,False,,0,,,,,,,,[],,,,,0.08348833333333334
324,1446080939981873153,1446080939981873153,2021-10-07 20:52:17 JST,2021-10-07,20:52:17,900,765113245,ku_yukino,ゆき乃,,Spotify聞いてたらすごいテンション高い木村昴くんのディズニーワールドのCM流れてきてこんなCM打ってるんだ〜と思ってたら「榎木淳弥ですｯｯｯ！！！！」ってカットインしてきたから吹き出してしまった 何してるの吹き替え版ピーターパーカーさん,ja,[],[],[],0,0,0,[],[],https://twitter.com/Ku_Yukino/status/1446080939981873153,False,,0,,,,,,,,[],,,,,-0.7485275
325,1446079528091095047,1446079528091095047,2021-10-07 20:46:41 JST,2021-10-07,20:46:41,900,1437876486216695808,milla_akiff14,Milla/みら,,ずとまよのSpotifyのcm、YouTubeで見れなくなってて涙止まらない,ja,[],[],[],0,0,0,[],[],https://twitter.com/Milla_akiFF14/status/1446079528091095047,False,,0,,,,,,,,[],,,,,-0.7337706666666667
328,1446054150177845254,1446054150177845254,2021-10-07 19:05:50 JST,2021-10-07,19:05:50,900,1290688445547868160,iihozcmhfdcmms8,あきもとやすしのセックス,,Spotifyでおすすめ教えて 反応はDMだと嬉しいなヽ(^o^)丿,ja,[],[],[],0,0,0,[],[],https://twitter.com/iIHozCMHfdCmmS8/status/1446054150177845254,False,,0,,,,,,,,[],,,,,-0.06235549999999998
330,1446036399921061897,1446036399921061897,2021-10-07 17:55:18 JST,2021-10-07,17:55:18,900,1125743130458767361,huyunoohada,ちくわ大明神,,きのこのっこのこげんきのこ がSpotifyのCMに流れて電車の中で歌った  歌ってないけど,ja,[],[],[],0,0,1,[],[],https://twitter.com/HUYUnoohada/status/1446036399921061897,False,,0,,,,,,,,[],,,,,-0.88029925
332,1446020867385741315,1446020867385741315,2021-10-07 16:53:35 JST,2021-10-07,16:53:35,900,85125793,tak197011,Nui Armstrong,,ある音声系ウェビナーを聴講。ゲストが自社サービスを紹介するために再生した音源が、弊社制作のCM素材でした😆地上波ラジオで、radikoやSpotifyで、Podcastで……SEVENが携わった素材は、様々な音声メディアやプラットフォームからあなたの耳に届いています。音声コンテンツ/CMのことならSEVENへ！,ja,[],[],[],0,0,0,[],[],https://twitter.com/Tak197011/status/1446020867385741315,False,,0,,,,,,,,[],,,,,-0.37961437499999995
334,1446009925797253126,1446009925797253126,2021-10-07 16:10:06 JST,2021-10-07,16:10:06,900,1338180697,ajs_hyl,つつじ,,spotifyの途中に挟まる謎CMが好きっていう話,ja,[],[],[],0,0,0,[],[],https://twitter.com/AJS_HYL/status/1446009925797253126,False,,0,,,,,,,,[],,,,,-0.38830660000000006
336,1445997832415051776,1445997832415051776,2021-10-07 15:22:03 JST,2021-10-07,15:22:03,900,1158023182772658178,local_webtan,さぼてん@田舎のWebなんでも屋,,仕事中、ipadでspotify聞く分には、無料プランで充分だな・・・。フル再生、スキップ、再生回数も無制限。たまに曲の合間にCMが入るだけ。 そんなのYoutubeでも一緒だしな。,ja,[],[],[],0,0,1,[],[],https://twitter.com/local_webtan/status/1445997832415051776,False,,0,,,,,,,,[],,,,,-0.584201625
337,1445994326018846727,1445994326018846727,2021-10-07 15:08:07 JST,2021-10-07,15:08:07,900,211570661,silvania_mr3,Silvania Yuki,,SpotifyのCMでホクトのキノコCM流れてきて珍しいと思ったらメイプルストーリーとのコラボCMで草,ja,[],[],[],0,0,0,[],[],https://twitter.com/Silvania_Mr3/status/1445994326018846727,False,,0,,,,,,,,[],,,,,-0.08849225000000002
338,1445977666436227073,1445977666436227073,2021-10-07 14:01:55 JST,2021-10-07,14:01:55,900,93619400,2724_sunset,夕陽,,事変の曲を買い足そうとSpotifyで視聴して何曲かダウンロードしてっけど、長く短い祭って曲は聞き覚えがあるしドンピシャな感じだから即買ってエンドレスだけど、いったいどこできいたんだ🤣ドラマかCMかなぁ…？🤔少し前の曲だよね、あとでしらべよ,ja,[],[],[],0,0,0,[],[],https://twitter.com/2724_sunset/status/1445977666436227073,False,,0,,,,,,,,[],,,,,-0.5201578333333333
341,1445957972526469129,1445957972526469129,2021-10-07 12:43:39 JST,2021-10-07,12:43:39,900,842048013765812226,noir_2244,のあーる,,SpotifyのディズニーのCMほんとににやけるから電車の中で流れるのやめてほんとに 榎木君に弱すぎてまじであかんやつ(),ja,[],[],[],0,0,1,[],[],https://twitter.com/Noir_2244/status/1445957972526469129,False,,0,,,,,,,,[],,,,,-0.80187425
342,1445952157786599428,1445952157786599428,2021-10-07 12:20:33 JST,2021-10-07,12:20:33,900,89097591,haruuuuuun,ハルカ🐯,,SpotifyでヒプマイラジオのCM流れたら似てない勢いが凄い乙女ゲーのやつ思い出して笑ってまうｗｗｗ,ja,[],[],[],0,0,1,[],[],https://twitter.com/haruuuuuun/status/1445952157786599428,False,,0,,,,,,,,[],,,,,-0.4181844
345,1445895374099529740,1445825488509759488,2021-10-07 08:34:55 JST,2021-10-07,08:34:55,900,241093158,zigzagam526i,大木あみ,,あいつら全員同窓会/ずっと真夜中だったらいいのに。 Instagramの広告で知った曲Spotifyには入ってないがあのCMは印象的。,ja,[],[],[],0,0,0,[],[],https://twitter.com/zigzagAM526I/status/1445895374099529740,False,,0,,,,,,,,[],,,,,-0.5234365
346,1445888538118033418,1445888538118033418,2021-10-07 08:07:45 JST,2021-10-07,08:07:45,900,1236551175844933632,nenen0926,環七,,めっちゃ申し訳ないけど良い曲の後のSpotifyのイオンモバイルのCMめっちゃむかつく笑,ja,[],[],[],0,0,5,[],[],https://twitter.com/nenen0926/status/1445888538118033418,False,,0,,,,,,,,[],,,,,-0.1681764285714286
355,1445808163937132553,1445778818321420296,2021-10-07 02:48:22 JST,2021-10-07,02:48:22,900,794076653999661056,hidekingin,ひでき☘️MMR,,@kor_toratora 虹を、越えて、行くわ♫ うぉうぉうぉ、イン・ザ・スカイ♫ とCMソングが聞こえる無料会員でSpotify堪能してます！😊 プレイリストの登録曲数多いと類似の別アーティスト混ざらないで「まみりだけ！」「ピムスだけ！」で聴ける事に気付いてまとめたリストでお勧めです！ 飛んで飛んで！ #まなみのりさ,ja,[],[],[],0,0,1,['まなみのりさ'],[],https://twitter.com/hidekingin/status/1445808163937132553,False,,0,,,,,,,,"[{'screen_name': 'kor_toratora', 'name': 'かおる🦈', 'id': '901736636500762624'}]",,,,,-0.580351
364,1445782106345332749,1445782106345332749,2021-10-07 01:04:50 JST,2021-10-07,01:04:50,900,4758227168,koenji_chabi,ちゃびりぼん・高円寺のスーパースター,,ちょっと思いついた。🥰Spotifyで無料で音楽聴いてるのだけど、このプレイリストに追加していくと。CMや別の曲も流れるんだけど、ちゃんとこのリストに戻って流れるらしいから。みんなの曲を入れまくって、家で延々とリピートして聴くぞ。そしたらみんなに収益も入るはず。😎  https://t.co/cRqr8NB5vQ,ja,[],[],['https://pbs.twimg.com/media/FBBzJ1zVcBIy1eT.jpg'],1,0,3,[],[],https://twitter.com/koenji_chabi/status/1445782106345332749,False,,1,https://pbs.twimg.com/media/FBBzJ1zVcBIy1eT.jpg,,,,,,,[],,,,,-0.38737533333333335
368,1445774828158402578,1445774828158402578,2021-10-07 00:35:54 JST,2021-10-07,00:35:54,900,1290688445547868160,iihozcmhfdcmms8,あきもとやすしのセックス,,Spotifyでおすすめ教えて ラブホいきたいしDMくださいな？,ja,[],[],[],0,0,0,[],[],https://twitter.com/iIHozCMHfdCmmS8/status/1445774828158402578,False,,0,,,,,,,,[],,,,,-0.270302
369,1445772855615000580,1445772855615000580,2021-10-07 00:28:04 JST,2021-10-07,00:28:04,900,91580794,tam_co,たむこ,,氷川きよしのお料理ポッドキャストって何？(Spotifyで音楽聴いてたらCMがw,ja,[],[],[],0,0,2,[],[],https://twitter.com/tam_co/status/1445772855615000580,False,,0,,,,,,,,[],,,,,-0.8369055000000001
371,1445747079913951248,1445747079913951248,2021-10-06 22:45:39 JST,2021-10-06,22:45:39,900,1218788443943129093,173cm_59kg_,ヨシピョン,,SpotifyよりYoutubeMusicの方が好きかも😍👍,ja,[],[],[],1,0,2,[],[],https://twitter.com/173cm_59kg_/status/1445747079913951248,False,,0,,,,,,,,[],,,,,-0.1651506666666667
373,1445741824178458634,1445741824178458634,2021-10-06 22:24:46 JST,2021-10-06,22:24:46,900,766601950762639360,imakotowanko11,あびるん🐾,,死霊館のCMが流れてくるたび泣いてしまうのでSpotifyに課金しました,ja,[],[],[],0,0,0,[],[],https://twitter.com/imakotowanko11/status/1445741824178458634,False,,0,,,,,,,,[],,,,,-0.6918425
374,1445738494991556612,1445738494991556612,2021-10-06 22:11:32 JST,2021-10-06,22:11:32,900,113218714,coucou_mame,アンパサンド,,SpotifyのCM、好き。 よく笑ってしまうくらい好き。 だからプレミアム会員になれない。,ja,[],[],[],1,0,1,[],[],https://twitter.com/coucou_mame/status/1445738494991556612,False,,0,,,,,,,,[],,,,,0.1945321666666667
375,1445736965584785435,1445736965584785435,2021-10-06 22:05:27 JST,2021-10-06,22:05:27,900,3258449671,yamagon8823,あけりん☘️💗✨🎸,,さっき、コープ共済のCMでたまたま流れてきて、ひと耳惚れした曲💗 超好み〜🥰 Spotifyで聴いてみたら「Let go 」という曲も良かった😍 Homecomingsの曲をラジオで初めて聴いたような衝撃✨ 「Superfriends」初めて知ったけれど、これからもっと聴いていきたいなぁ🎵  https://t.co/cNl95VEk50,ja,[],['https://open.spotify.com/track/6p10orfIp4dT4Kci8liF2S?si=OA56BwYDRr2aUaeKGIAXJw&utm_source=native-share-menu&dl_branch=1'],[],0,0,2,[],[],https://twitter.com/yamagon8823/status/1445736965584785435,False,,0,,,,,,,,[],,,,,-0.42277938571428564
376,1445735899468210178,1445735899468210178,2021-10-06 22:01:13 JST,2021-10-06,22:01:13,900,780432264865861636,senseeeeeeeei,ちょろ先生,,Spotify、CMもなんやかんや好きなので全然無料ユーザーで苦じゃなかったんやけど「月ドラ火っバーラ！」てやつ不快すぎて無理,ja,[],[],[],0,0,0,[],[],https://twitter.com/senseeeeeeeei/status/1445735899468210178,False,,0,,,,,,,,[],,,,,-0.28451950000000004
377,1445731205844930578,1445731205844930578,2021-10-06 21:42:34 JST,2021-10-06,21:42:34,900,1274617251631529984,maitana22241308,MTS,,ケイくんがSpotifyのCM出てる。出逢った頃から、あーこの子純粋にDJ好きなんだなぁって思ってた。ホール盛り上げ係👯‍♀️だったからDJからは喜ばれたんだったなぁ　気が狂ったみたいに踊って懐かしいわ  https://t.co/nEncrtHcEg,ja,[],[],['https://pbs.twimg.com/media/FBBE3jaVQA4qC_v.jpg'],0,0,0,[],[],https://twitter.com/MaiTana22241308/status/1445731205844930578,False,,1,https://pbs.twimg.com/media/FBBE3jaVQA4qC_v.jpg,,,,,,,[],,,,,-0.11293380000000001
382,1445703546129707008,1445703546129707008,2021-10-06 19:52:39 JST,2021-10-06,19:52:39,900,1249230288623788032,enutekun,えぬてくんは赤ちゃんが故、すぐに眠くなって寝てしまいます。ぽやしみ。@インプラン島,,Spotify使ってて「最近のラヴソングは〜🎶大体こんな感じ〜🎵」 ってcmが最近流れてなくてちょっと寂しくなってる,ja,[],[],[],1,0,0,[],[],https://twitter.com/enutekun/status/1445703546129707008,False,,0,,,,,,,,[],,,,,-0.4710784666666667
384,1445689495873982468,1445689495873982468,2021-10-06 18:56:50 JST,2021-10-06,18:56:50,900,1113077678662332417,niwa_162cm,にわ / マンガ760,,あなたの会社では、社員の結束を高めるレクリエーションで登山に行ったりしますか？ もし登山に行くようなことがあれば、気をつけてください🐒  ”戦慄と衝撃の山岳パニックホラー開幕”  🍎Apple Podcast→  https://t.co/DUnxfWjXqh 🥝Spotify→  https://t.co/h3BfihMDaw #マンガ760 #モンキーピーク,ja,[],"['https://apple.co/3ms64l1', 'https://spoti.fi/2WMxkCb']",[],0,2,5,"['マンガ760', 'モンキーピーク']",[],https://twitter.com/niwa_162cm/status/1445689495873982468,False,,0,,,,,,,,[],,,,,-0.36457281249999995
387,1445679610776076289,1445679610776076289,2021-10-06 18:17:33 JST,2021-10-06,18:17:33,900,70650405,heidi0913,はいでぃ,,CMで聞き齧ったあいこの新曲、何かよくね？と思ってSpotifyに飛びフルで聴いてみたら…あらビックリ、イントロから星野源みがつおい。コード進行もなんかそれっぽいw,ja,[],[],[],0,0,0,[],[],https://twitter.com/heidi0913/status/1445679610776076289,False,,0,,,,,,,,[],,,,,0.11279633333333332
390,1445665482321760260,1445665482321760260,2021-10-06 17:21:24 JST,2021-10-06,17:21:24,900,312990576,fu_furu_,∴ふじ梅星涙👼🏻,,SpotifyのCMいつもカッコええよな どんな時も最高の出来よ,ja,[],[],[],0,0,0,[],[],https://twitter.com/fu_furu_/status/1445665482321760260,False,,0,,,,,,,,[],,,,,-0.598174
395,1445570100652765187,1445570100652765187,2021-10-06 11:02:24 JST,2021-10-06,11:02:24,900,1301746518790041600,4vlj4hqrh1it6rj,ビス子,,Spotifyで流れたCMなんだろうと思ったら日大だったｗｗ,ja,[],[],[],0,0,0,[],[],https://twitter.com/4vlJ4HqRH1iT6rJ/status/1445570100652765187,False,,0,,,,,,,,[],,,,,-0.5492170000000001
399,1445537940701003776,1445537940701003776,2021-10-06 08:54:36 JST,2021-10-06,08:54:36,900,1442998711638892549,c6ul3royadcmbtz,🐰🐲はまうさぎ🐧🎁🌞🅱️🐶🦅,,①YouTubeでSO と StellarTheater と一個 極小音でマニュアル再生しながら ②Spotify で Kick Start ループさせて ③ツイッターやりながら ④TVでスッキリ流し中 天才かぁ！！って　呟いたら 在宅ワークの相方に 笑われた  BE:FIRST / Shining One / Gifted. / Kick Start / First Step,ja,[],[],[],2,1,6,[],[],https://twitter.com/c6Ul3RoyAdCMBtz/status/1445537940701003776,False,,0,,,,,,,,[],,,,,-0.4000012857142857
400,1445535937803407368,1445535376014151686,2021-10-06 08:46:38 JST,2021-10-06,08:46:38,900,1442998711638892549,c6ul3royadcmbtz,🐰🐲はまうさぎ🐧🎁🌞🅱️🐶🦅,,@fumiminn1 おぉ Spotify は？？ 林檎にしなかったっす。  同じ感じでやったほうがいいの？,ja,[],[],[],1,0,0,[],[],https://twitter.com/c6Ul3RoyAdCMBtz/status/1445535937803407368,False,,0,,,,,,,,"[{'screen_name': 'fumiminn1', 'name': 'ふみみん🐢ツイ廃', 'id': '1440189047956140038'}]",,,,,-0.69699
401,1445531498413625355,1445531498413625355,2021-10-06 08:29:00 JST,2021-10-06,08:29:00,900,2382810302,arzdigdig,arz - ART THEATER -,,[ CM ] ART THEATER :マインドは80'sなレトロテクノ風でリフレインを軸にした広い意味での電子音楽で遊んでます。 #Spotify #Techno #Electro #Ambient #Soundscape #AppleMusic #youtube  https://t.co/Gr7g6li21U,ja,[],['https://open.spotify.com/artist/3KRBZbRlwG61qhpANS44Yo?si=Vpv_A_AAQU2_c9JWuzhEtA&nd=1'],[],0,0,0,"['spotify', 'techno', 'electro', 'ambient', 'soundscape', 'applemusic', 'youtube']",[],https://twitter.com/arzdigdig/status/1445531498413625355,False,,0,,,,,,,,[],,,,,-0.7314553333333333
